case_id,recompute_pre_skill_context_mean,rope_pre_skill_context_mean,delta_pre_skill_context,recompute_skill_span_mean,rope_skill_span_mean,delta_skill_span
doc_coauthoring_design_doc/doc-coauthoring/occ3,0.06927040728136576,0.08575040461277901,0.016479997331413254,0.10984071019542625,0.12978896059242176,0.019948250396995507
internal_comms_incident_update/internal-comms/occ3,0.14316758584818673,0.16515799110775928,0.02199040525957255,0.07215475898466103,0.056084227895030384,-0.01607053108963065
launch_poster_page_pack/canvas-design/occ3,0.06316013991733439,0.08270208945596322,0.019541949538628825,0.08400075187716283,0.12937165518845858,0.04537090331129576
launch_poster_page_pack/theme-factory/occ3,0.01618013920180733,0.01919258876370435,0.003012449561897019,0.04503388141630026,0.0593787588858703,0.014344877469570035
launch_poster_page_pack/web-artifacts-builder/occ3,0.029086908371427994,0.038293089437923554,0.00920618106649556,0.05735832296845365,0.05653588541844101,-0.0008224375500126349
mcp_server_and_spec/doc-coauthoring/occ3,0.007881374441347903,0.03689985492096234,0.029018480479614434,0.10236729880321546,0.09627570644002845,-0.006091592363187015
mcp_server_and_spec/mcp-builder/occ3,0.12436418405787719,0.1231081691385691,-0.0012560149193080877,0.10453543508760506,0.07341249941313435,-0.031122935674470706
slack_launch_pack/brand-guidelines/occ3,0.019876221245923736,0.04980612217709308,0.029929900931169342,0.038369027149138,0.042761808531342496,0.004392781382204496
slack_launch_pack/internal-comms/occ3,0.14160986743204604,0.14318166728083498,0.0015717998487889406,0.048100491405770926,0.042565987967470846,-0.00553450343830008
slack_launch_pack/slack-gif-creator/occ3,0.0809478409078217,0.09375618982586205,0.01280834891804035,0.09537419308964787,0.0919479810349435,-0.003426212054704364
web_artifact_with_theme/theme-factory/occ3,0.02110584285586576,0.03111254883550373,0.010006705979637969,0.06326553922973174,0.06611290694715535,0.00284736771742361
web_artifact_with_theme/web-artifacts-builder/occ3,0.09798391770358109,0.08211692332280449,-0.0158669943807766,0.11083035045113321,0.0736395004833571,-0.03719084996777611
