offset,region,mode,layer,mass_mean_over_cases
120,pre_skill_context,recompute,16,0.028067
120,pre_skill_context,recompute,17,0.034885
120,pre_skill_context,recompute,18,0.031864
120,pre_skill_context,recompute,19,0.032669
120,pre_skill_context,recompute,20,0.029507
120,pre_skill_context,recompute,21,0.070810
120,pre_skill_context,recompute,22,0.046927
120,pre_skill_context,recompute,23,0.036671
120,pre_skill_context,recompute,24,0.064498
120,pre_skill_context,recompute,25,0.040331
120,pre_skill_context,recompute,26,0.045191
120,pre_skill_context,recompute,27,0.033379
120,pre_skill_context,recompute,28,0.049950
120,pre_skill_context,recompute,29,0.034244
120,pre_skill_context,recompute,30,0.025285
120,pre_skill_context,recompute,31,0.031071
120,pre_skill_context,recompute,32,0.021944
120,pre_skill_context,recompute,33,0.025140
120,pre_skill_context,recompute,34,0.026115
120,pre_skill_context,recompute,35,0.030126
120,pre_skill_context,recompute,36,0.018952
120,pre_skill_context,recompute,37,0.018268
120,pre_skill_context,recompute,38,0.017736
120,pre_skill_context,recompute,39,0.010475
120,pre_skill_context,rope,0,0.028188
120,pre_skill_context,rope,1,0.038202
120,pre_skill_context,rope,2,0.046665
120,pre_skill_context,rope,3,0.037385
120,pre_skill_context,rope,4,0.043128
120,pre_skill_context,rope,5,0.043402
120,pre_skill_context,rope,6,0.031460
120,pre_skill_context,rope,7,0.014981
120,pre_skill_context,rope,8,0.008073
120,pre_skill_context,rope,9,0.008531
120,pre_skill_context,rope,10,0.009622
120,pre_skill_context,rope,11,0.008162
120,pre_skill_context,rope,12,0.031974
120,pre_skill_context,rope,13,0.021498
120,pre_skill_context,rope,14,0.027987
120,pre_skill_context,rope,15,0.034860
120,pre_skill_context,rope,16,0.034802
120,pre_skill_context,rope,17,0.054985
120,pre_skill_context,rope,18,0.053768
120,pre_skill_context,rope,19,0.047687
120,pre_skill_context,rope,20,0.048522
120,pre_skill_context,rope,21,0.107198
120,pre_skill_context,rope,22,0.064613
120,pre_skill_context,rope,23,0.068046
120,pre_skill_context,rope,24,0.104078
120,pre_skill_context,rope,25,0.070138
120,pre_skill_context,rope,26,0.080934
120,pre_skill_context,rope,27,0.061301
120,pre_skill_context,rope,28,0.092408
120,pre_skill_context,rope,29,0.065364
120,pre_skill_context,rope,30,0.063777
120,pre_skill_context,rope,31,0.062398
120,pre_skill_context,rope,32,0.044696
120,pre_skill_context,rope,33,0.054517
120,pre_skill_context,rope,34,0.059665
120,pre_skill_context,rope,35,0.061546
120,pre_skill_context,rope,36,0.041463
120,pre_skill_context,rope,37,0.037847
120,pre_skill_context,rope,38,0.037571
120,pre_skill_context,rope,39,0.014914
