timestamp,mem_available_kb,swap_used_kb,pswpin,pswpout,pgpgin,pgpgout,pid_majflt,swap_pss_kb,swap_kb,locked_kb,vmlck_kb,anon_kb,pss_anon_kb,pss_file_kb,private_dirty_kb
1782706346.251652798,81457168,301736,8012300,16604204,1529929607,3496592269,234356,0,0,0,0,1151880,1151880,325555,31434780
1782706347.515893954,81442676,301736,8012300,16604204,1529929607,3496592405,234356,0,0,0,0,1162904,1162904,325555,31445804
1782706348.782316125,81431972,301736,8012300,16604204,1530186179,3496592541,234356,0,0,0,0,1171816,1171816,325555,31454716
1782706350.051412658,81428316,301736,8012300,16604204,1530333235,3496601753,234357,0,0,0,0,1176500,1176500,325579,31459400
1782706351.319435473,81431200,301736,8012300,16604204,1530334111,3496602749,234358,0,0,0,0,1177716,1177716,343747,31463924
1782706352.592068086,81427952,301736,8012300,16604204,1530336143,3496602957,234358,0,0,0,0,1177864,1177864,347227,31464072
1782706353.895663176,81400580,301736,8012300,16604204,1530341827,3496603069,234358,0,0,0,0,1210360,1210360,356303,31497388
1782706355.170669843,81347004,301736,8012300,16604204,1530341827,3496603217,234358,0,0,0,0,1258640,1258640,365643,31546004
1782706356.442498138,81336200,301736,8012300,16604204,1530341827,3496603341,234358,0,0,0,0,1273220,1273220,365643,31560588
1782706357.710135769,81339852,301736,8012300,16604204,1530341827,3496603485,234358,0,0,0,0,1273232,1273232,365643,31561552
1782706358.987039903,81330572,301736,8012300,16604204,1530341843,3496608033,234358,0,0,0,0,1273232,1273232,365643,31561552
1782706360.240094788,81326692,301736,8012300,16604204,1530341843,3496608161,234358,0,0,0,0,1275028,1275028,365643,31563508
1782706361.484160373,81318388,301736,8012300,16604204,1530341843,3496608297,234358,0,0,0,0,1285820,1285820,365771,31574300
1782706362.749973544,81304968,301736,8012300,16604204,1530341843,3496610057,234358,0,0,0,0,1300952,1300952,365771,31589476
1782706364.026488375,81300088,301736,8012300,16604204,1530341843,3496610161,234358,0,0,0,0,1313488,1313488,365771,31602024
1782706365.292032556,81277216,301736,8012300,16604204,1530341891,3496610633,234358,0,0,0,0,1328640,1328640,365771,31617176
1782706366.570447272,81259512,301736,8012300,16604204,1530341891,3496610817,234358,0,0,0,0,1345232,1345232,365771,31633768
1782706367.842885071,81240116,301736,8012300,16604204,1530341891,3496611373,234358,0,0,0,0,1361948,1361948,365771,31650484
