case_id,recompute_pre_skill_context_mean,rope_pre_skill_context_mean,delta_pre_skill_context,recompute_skill_span_mean,rope_skill_span_mean,delta_skill_span
doc_coauthoring_design_doc/doc-coauthoring/occ3,0.038938258005164955,0.03605324768498477,-0.0028850103201801883,0.09163272689899486,0.11442661674626038,0.02279388984726552
internal_comms_incident_update/internal-comms/occ3,0.06653362765164103,0.07196351741074467,0.005429889759103634,0.04119556680067575,0.06024908096089689,0.019053514160221142
launch_poster_page_pack/canvas-design/occ3,0.042693468249521374,0.021961536826240448,-0.020731931423280926,0.0886303437312739,0.08428029627800242,-0.0043500474532714856
launch_poster_page_pack/theme-factory/occ3,0.012102496429816248,0.018429596343757453,0.006327099913941205,0.04739527282902266,0.05278805683499854,0.005392784005975884
launch_poster_page_pack/web-artifacts-builder/occ3,0.02443231908196992,0.030661252151919026,0.0062289330699491045,0.046101844962433774,0.043730382988626956,-0.0023714619738068182
mcp_server_and_spec/doc-coauthoring/occ3,0.005826369973293168,0.03186568590673318,0.026039315933440013,0.09118417621790968,0.08184175680659223,-0.009342419411317457
mcp_server_and_spec/mcp-builder/occ3,0.04778797269935474,0.048297415106057576,0.0005094424067028369,0.08296552653778946,0.06759039101478037,-0.015375135523009092
slack_launch_pack/brand-guidelines/occ3,0.018911688061330062,0.050566901725687785,0.03165521366435772,0.04069389372109553,0.03996808629121347,-0.0007258074298820624
slack_launch_pack/internal-comms/occ3,0.082801517321667,0.08962297603476964,0.006821458713102635,0.043141539174527586,0.047790663227411656,0.00464912405288407
slack_launch_pack/slack-gif-creator/occ3,0.021852403559855356,0.058906623054665506,0.03705421949481015,0.08541896462582492,0.08260578612476366,-0.0028131785010612614
web_artifact_with_theme/theme-factory/occ3,0.013731046922361306,0.031531851872078395,0.01780080494971709,0.039094504270120685,0.06653396898103552,0.02743946471091483
web_artifact_with_theme/web-artifacts-builder/occ3,0.03597466848556642,0.041946113949521545,0.005971445463955123,0.045874911715161705,0.07616789205492296,0.03029298033976125
